Fim da primeira fase ... 
0.01
Fim da segunda fase ... 
49093
490.93
Total: 490.94
Suportadas = 72

Arvore 176
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
26 40 11 17
30 46 11 17
6 38 12 16
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
37 47 11 19
38 45 18 11
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
16 36 12 21
34 42 12 21
22 47 13 20
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(653 734)

Arvore 177
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
37 47 11 19
38 45 18 11
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
42 44 19 12
2 16 15 17
0 18 16 16
14 18 16 16
1 22 12 21
34 42 12 21
14 16 21 11
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(654 733)

Arvore 178
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
16 36 12 21
27 38 21 11
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(664 721)

Arvore 179
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
16 36 12 21
22 47 13 20
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(656 730)

Arvore 180
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
22 47 13 20
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(665 720)

Arvore 181
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
1 22 12 21
16 36 12 21
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(657 729)

Arvore 182
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
16 36 12 21
27 38 21 11
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(666 719)

Arvore 183
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
1 22 12 21
16 36 12 21
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(658 728)

Arvore 184
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
30 46 11 17
6 38 12 16
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
16 36 12 21
27 38 21 11
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(667 718)

Arvore 185
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
30 46 11 17
6 38 12 16
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
22 47 13 20
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(668 717)

Arvore 186
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
16 36 12 21
22 47 13 20
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(659 727)

Arvore 187
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
5 42 10 25
17 27 17 18
3 7 14 24
(669 716)

Arvore 188
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
26 40 11 17
30 46 11 17
6 38 12 16
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
16 36 12 21
22 47 13 20
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(660 726)

Arvore 189
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
8 35 12 22
5 42 10 25
17 42 21 13
3 7 14 24
(670 715)

Arvore 190
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
1 22 12 21
14 16 21 11
8 35 12 22
5 42 10 25
17 42 21 13
3 7 14 24
(661 725)

Arvore 191
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
19 38 14 14
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
22 47 13 20
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(671 714)

Arvore 192
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
24 42 19 13
16 36 12 21
14 16 21 11
22 47 13 20
35 49 15 18
5 42 10 25
17 42 21 13
3 7 14 24
(662 724)

Arvore 193
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
5 42 10 25
17 27 17 18
3 7 14 24
(672 713)

Arvore 194
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
1 22 12 21
14 16 21 11
35 49 15 18
5 42 10 25
17 27 17 18
3 7 14 24
(663 723)

Arvore 195
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
26 40 11 17
30 46 11 17
6 38 12 16
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
3 7 14 24
(676 708)

Arvore 196
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
7 44 24 14
(683 701)

Arvore 197
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
30 46 11 17
6 38 12 16
19 38 14 14
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
3 7 14 24
(679 705)

Arvore 198
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
30 46 11 17
6 38 12 16
19 38 14 14
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
7 44 24 14
(689 695)

Arvore 199
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
26 40 11 17
6 38 12 16
19 38 14 14
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
3 7 14 24
(680 704)

Arvore 200
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
3 7 14 24
(675 709)

Arvore 201
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
6 38 12 16
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
7 44 24 14
(686 698)

Arvore 202
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
19 38 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
7 44 24 14
(685 699)

Arvore 203
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
19 38 14 14
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
3 7 14 24
(678 706)

Arvore 204
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
6 38 12 16
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
3 7 14 24
(677 707)

Arvore 205
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
3 7 14 24
(674 710)

Arvore 206
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
26 40 11 17
30 46 11 17
6 38 12 16
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
7 44 24 14
(684 700)

Arvore 207
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
30 46 11 17
6 38 12 16
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
32 47 14 17
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
7 44 24 14
(687 697)

Arvore 208
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
19 25 11 17
30 46 11 17
19 38 14 14
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
7 44 24 14
(688 696)

Arvore 209
0 1 10 10
33 46 11 10
34 39 10 12
1 33 11 11
12 30 11 11
3 44 10 13
2 43 11 12
30 47 13 11
26 31 14 10
21 49 12 13
11 48 13 12
1 6 12 14
14 41 14 12
4 25 10 17
29 32 11 16
40 49 11 16
46 49 14 13
0 24 15 12
0 4 16 11
26 40 11 17
6 38 12 16
19 38 14 14
31 47 14 14
10 30 16 12
1 28 10 19
4 34 11 18
22 27 11 18
25 36 12 17
33 48 14 15
38 45 18 11
37 47 11 19
9 15 13 17
13 24 14 16
15 37 15 15
23 37 18 12
29 37 13 18
8 18 16 15
20 32 17 14
18 41 19 12
42 44 19 12
2 16 15 17
0 18 16 16
24 42 19 13
14 16 21 11
27 38 21 11
35 49 15 18
17 42 21 13
5 42 10 25
7 45 17 22
(682 703)

Arvore 210
0 1 10 10
33 46 11 10
1 33 11 11
12 30 11 11
34 39 10 12
2 43 11 12
3 44 10 13
26 31 14 10
30 47 13 11
11 48 13 12
21 49 12 13
14 41 14 12
1 6 12 14
0 4 16 11
0 24 15 12
46 49 14 13
