Fim da primeira fase ... 
0
contador = 10
it = 0
85 66 ( 5894) 
85 66 ( 5894) 
164 58 ( 5894) 
85 66 ( 5894) 
85 66 ( 5894) 
85 66 ( 5894) 
164 58 ( 5894) 
164 58 ( 5894) 
164 58 ( 5894) 
85 66 ( 5894) 
164 58 ( 5894) 
164 58 ( 5894) 
85 66 ( 5894) 
174 57 ( 5895) 
174 57 ( 5895) 
174 57 ( 5895) 
76 67 ( 5901) 
76 67 ( 5901) 
155 59 ( 5901) 
165 58 ( 5902) 
86 66 ( 5902) 
86 66 ( 5902) 
165 58 ( 5902) 
86 66 ( 5902) 
165 58 ( 5902) 
86 66 ( 5902) 
165 58 ( 5902) 
86 66 ( 5902) 
86 66 ( 5902) 
86 66 ( 5902) 
165 58 ( 5902) 
175 57 ( 5903) 
175 57 ( 5903) 
175 57 ( 5903) 
175 57 ( 5903) 
77 67 ( 5909) 
77 67 ( 5909) 
77 67 ( 5909) 
156 59 ( 5909) 
77 67 ( 5909) 
87 66 ( 5910) 
87 66 ( 5910) 
87 66 ( 5910) 
87 66 ( 5910) 
166 58 ( 5910) 
166 58 ( 5910) 
87 66 ( 5910) 
166 58 ( 5910) 
166 58 ( 5910) 
87 66 ( 5910) 
87 66 ( 5910) 
87 66 ( 5910) 
87 66 ( 5910) 
166 58 ( 5910) 
97 65 ( 5911) 
176 57 ( 5911) 
176 57 ( 5911) 
176 57 ( 5911) 
78 67 ( 5917) 
157 59 ( 5917) 
157 59 ( 5917) 
78 67 ( 5917) 
78 67 ( 5917) 
78 67 ( 5917) 
78 67 ( 5917) 
157 59 ( 5917) 
78 67 ( 5917) 
157 59 ( 5917) 
167 58 ( 5918) 
167 58 ( 5918) 
88 66 ( 5918) 
167 58 ( 5918) 
167 58 ( 5918) 
167 58 ( 5918) 
88 66 ( 5918) 
88 66 ( 5918) 
167 58 ( 5918) 
167 58 ( 5918) 
88 66 ( 5918) 
167 58 ( 5918) 
88 66 ( 5918) 
167 58 ( 5918) 
88 66 ( 5918) 
88 66 ( 5918) 
88 66 ( 5918) 
88 66 ( 5918) 
167 58 ( 5918) 
177 57 ( 5919) 
79 67 ( 5925) 
158 59 ( 5925) 
158 59 ( 5925) 
79 67 ( 5925) 
79 67 ( 5925) 
79 67 ( 5925) 
79 67 ( 5925) 
79 67 ( 5925) 
158 59 ( 5925) 
79 67 ( 5925) 
79 67 ( 5925) 
89 66 ( 5926) 
89 66 ( 5926) 
168 58 ( 5926) 
89 66 ( 5926) 
89 66 ( 5926) 
168 58 ( 5926) 
89 66 ( 5926) 
89 66 ( 5926) 
168 58 ( 5926) 
168 58 ( 5926) 
89 66 ( 5926) 
168 58 ( 5926) 
89 66 ( 5926) 
89 66 ( 5926) 
168 58 ( 5926) 
89 66 ( 5926) 
168 58 ( 5926) 
89 66 ( 5926) 
168 58 ( 5926) 
178 57 ( 5927) 
178 57 ( 5927) 
70 68 ( 5932) 
159 59 ( 5933) 
159 59 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
159 59 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
80 67 ( 5933) 
159 59 ( 5933) 
80 67 ( 5933) 
90 66 ( 5934) 
90 66 ( 5934) 
169 58 ( 5934) 
90 66 ( 5934) 
90 66 ( 5934) 
90 66 ( 5934) 
90 66 ( 5934) 
169 58 ( 5934) 
169 58 ( 5934) 
90 66 ( 5934) 
90 66 ( 5934) 
169 58 ( 5934) 
169 58 ( 5934) 
90 66 ( 5934) 
90 66 ( 5934) 
90 66 ( 5934) 
71 68 ( 5940) 
71 68 ( 5940) 
81 67 ( 5941) 
81 67 ( 5941) 
160 59 ( 5941) 
81 67 ( 5941) 
81 67 ( 5941) 
160 59 ( 5941) 
81 67 ( 5941) 
81 67 ( 5941) 
81 67 ( 5941) 
160 59 ( 5941) 
81 67 ( 5941) 
160 59 ( 5941) 
81 67 ( 5941) 
160 59 ( 5941) 
81 67 ( 5941) 
81 67 ( 5941) 
160 59 ( 5941) 
81 67 ( 5941) 
160 59 ( 5941) 
81 67 ( 5941) 
81 67 ( 5941) 
81 67 ( 5941) 
81 67 ( 5941) 
160 59 ( 5941) 
160 59 ( 5941) 
81 67 ( 5941) 
91 66 ( 5942) 
91 66 ( 5942) 
170 58 ( 5942) 
170 58 ( 5942) 
91 66 ( 5942) 
170 58 ( 5942) 
170 58 ( 5942) 
170 58 ( 5942) 
91 66 ( 5942) 
91 66 ( 5942) 
91 66 ( 5942) 
170 58 ( 5942) 
91 66 ( 5942) 
170 58 ( 5942) 
91 66 ( 5942) 
170 58 ( 5942) 
91 66 ( 5942) 
170 58 ( 5942) 
72 68 ( 5948) 
72 68 ( 5948) 
72 68 ( 5948) 
72 68 ( 5948) 
82 67 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
82 67 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
82 67 ( 5949) 
161 59 ( 5949) 
161 59 ( 5949) 
92 66 ( 5950) 
171 58 ( 5950) 
92 66 ( 5950) 
171 58 ( 5950) 
92 66 ( 5950) 
92 66 ( 5950) 
171 58 ( 5950) 
171 58 ( 5950) 
171 58 ( 5950) 
92 66 ( 5950) 
171 58 ( 5950) 
171 58 ( 5950) 
171 58 ( 5950) 
181 57 ( 5951) 
73 68 ( 5956) 
73 68 ( 5956) 
73 68 ( 5956) 
73 68 ( 5956) 
73 68 ( 5956) 
73 68 ( 5956) 
73 68 ( 5956) 
73 68 ( 5956) 
73 68 ( 5956) 
152 60 ( 5956)  dentro de T maisDistante = 152 63

162 59 ( 5957) 
162 59 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
162 59 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
162 59 ( 5957) 
83 67 ( 5957) 
162 59 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
162 59 ( 5957) 
83 67 ( 5957) 
162 59 ( 5957) 
162 59 ( 5957) 
83 67 ( 5957) 
162 59 ( 5957) 
162 59 ( 5957) 
162 59 ( 5957) 
162 59 ( 5957) 
162 59 ( 5957) 
162 59 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
83 67 ( 5957) 
172 58 ( 5958) 
93 66 ( 5958) 
93 66 ( 5958) 
172 58 ( 5958) 
93 66 ( 5958) 
93 66 ( 5958) 
93 66 ( 5958) 
172 58 ( 5958) 
93 66 ( 5958) 
172 58 ( 5958) 
74 68 ( 5964) 
74 68 ( 5964) 
74 68 ( 5964) 
74 68 ( 5964) 
74 68 ( 5964) 
74 68 ( 5964) 
74 68 ( 5964) 
74 68 ( 5964) 
74 68 ( 5964) 
74 68 ( 5964) 
153 60 ( 5964) 
153 60 ( 5964) 
84 67 ( 5965) 
84 67 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
163 59 ( 5965) 
84 67 ( 5965) 
163 59 ( 5965) 
84 67 ( 5965) 
163 59 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
163 59 ( 5965) 
163 59 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
84 67 ( 5965) 
173 58 ( 5966) 
173 58 ( 5966) 
173 58 ( 5966) 
94 66 ( 5966) 
173 58 ( 5966) 
94 66 ( 5966) 
173 58 ( 5966) 
173 58 ( 5966) 
65 69 ( 5971) 
75 68 ( 5972) 
75 68 ( 5972) 
75 68 ( 5972) 
154 60 ( 5972) 
154 60 ( 5972) 
75 68 ( 5972) 
75 68 ( 5972) 
75 68 ( 5972) 
75 68 ( 5972) 
154 60 ( 5972) 
75 68 ( 5972) 
75 68 ( 5972) 
75 68 ( 5972) 
85 67 ( 5973) 
164 59 ( 5973) 
164 59 ( 5973) 
85 67 ( 5973) 
164 59 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
164 59 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
164 59 ( 5973) 
85 67 ( 5973) 
164 59 ( 5973) 
164 59 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
164 59 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
164 59 ( 5973) 
85 67 ( 5973) 
85 67 ( 5973) 
164 59 ( 5973) 
174 58 ( 5974) 
174 58 ( 5974) 
174 58 ( 5974) 
174 58 ( 5974) 
174 58 ( 5974) 
174 58 ( 5974) 
95 66 ( 5974) 
174 58 ( 5974) 
174 58 ( 5974) 
174 58 ( 5974) 
66 69 ( 5979) 
66 69 ( 5979) 
76 68 ( 5980) 
76 68 ( 5980) 
76 68 ( 5980) 
76 68 ( 5980) 
155 60 ( 5980) 
76 68 ( 5980) 
76 68 ( 5980) 
155 60 ( 5980) 
155 60 ( 5980) 
76 68 ( 5980) 
76 68 ( 5980) 
76 68 ( 5980) 
155 60 ( 5980) 
155 60 ( 5980) 
76 68 ( 5980) 
76 68 ( 5980) 
76 68 ( 5980) 
76 68 ( 5980) 
165 59 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
165 59 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
165 59 ( 5981) 
165 59 ( 5981) 
165 59 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
165 59 ( 5981) 
86 67 ( 5981) 
86 67 ( 5981) 
165 59 ( 5981) 
165 59 ( 5981) 
165 59 ( 5981) 
96 66 ( 5982) 
96 66 ( 5982) 
96 66 ( 5982) 
96 66 ( 5982) 
175 58 ( 5982) 
175 58 ( 5982) 
175 58 ( 5982) 
175 58 ( 5982) 
175 58 ( 5982) 
175 58 ( 5982) 
175 58 ( 5982) 
67 69 ( 5987) 
77 68 ( 5988) 
156 60 ( 5988) 
77 68 ( 5988) 
156 60 ( 5988) 
77 68 ( 5988) 
156 60 ( 5988) 
77 68 ( 5988) 
77 68 ( 5988) 
77 68 ( 5988) 
77 68 ( 5988) 
77 68 ( 5988) 
77 68 ( 5988) 
156 60 ( 5988) 
77 68 ( 5988) 
156 60 ( 5988) 
77 68 ( 5988) 
77 68 ( 5988) 
156 60 ( 5988) 
87 67 ( 5989) 
166 59 ( 5989) 
166 59 ( 5989) 
87 67 ( 5989) 
166 59 ( 5989) 
166 59 ( 5989) 
87 67 ( 5989) 
166 59 ( 5989) 
87 67 ( 5989) 
87 67 ( 5989) 
87 67 ( 5989) 
166 59 ( 5989) 
166 59 ( 5989) 
87 67 ( 5989) 
87 67 ( 5989) 
166 59 ( 5989) 
166 59 ( 5989) 
166 59 ( 5989) 
87 67 ( 5989) 
166 59 ( 5989) 
166 59 ( 5989) 
87 67 ( 5989) 
166 59 ( 5989) 
166 59 ( 5989) 
87 67 ( 5989) 
166 59 ( 5989) 
87 67 ( 5989) 
87 67 ( 5989) 
87 67 ( 5989) 
87 67 ( 5989) 
97 66 ( 5990) 
176 58 ( 5990) 
176 58 ( 5990) 
176 58 ( 5990) 
176 58 ( 5990) 
68 69 ( 5995) 
78 68 ( 5996) 
78 68 ( 5996) 
78 68 ( 5996) 
157 60 ( 5996) 
157 60 ( 5996) 
78 68 ( 5996) 
78 68 ( 5996) 
78 68 ( 5996) 
157 60 ( 5996) 
78 68 ( 5996) 
78 68 ( 5996) 
78 68 ( 5996) 
78 68 ( 5996) 
157 60 ( 5996) 
78 68 ( 5996) 
78 68 ( 5996) 
78 68 ( 5996) 
88 67 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
88 67 ( 5997) 
88 67 ( 5997) 
88 67 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
88 67 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
167 59 ( 5997) 
88 67 ( 5997) 
167 59 ( 5997) 
177 58 ( 5998) 
177 58 ( 5998) 
177 58 ( 5998) 
177 58 ( 5998) 
177 58 ( 5998) 
69 69 ( 6003) 
69 69 ( 6003) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
158 60 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
79 68 ( 6004) 
158 60 ( 6004) 
158 60 ( 6004) 
79 68 ( 6004) 
168 59 ( 6005) 
89 67 ( 6005) 
168 59 ( 6005) 
89 67 ( 6005) 
89 67 ( 6005) 
89 67 ( 6005) 
89 67 ( 6005) 
168 59 ( 6005) 
168 59 ( 6005) 
168 59 ( 6005) 
89 67 ( 6005) 
89 67 ( 6005) 
168 59 ( 6005) 
89 67 ( 6005) 
89 67 ( 6005) 
89 67 ( 6005) 
168 59 ( 6005) 
89 67 ( 6005) 
168 59 ( 6005) 
89 67 ( 6005) 
89 67 ( 6005) 
89 67 ( 6005) 
168 59 ( 6005) 
168 59 ( 6005) 
89 67 ( 6005) 
178 58 ( 6006) 
99 66 ( 6006) 
99 66 ( 6006) 
178 58 ( 6006) 
70 69 ( 6011) 
70 69 ( 6011) 
80 68 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
159 60 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
159 60 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
159 60 ( 6012) 
80 68 ( 6012) 
159 60 ( 6012) 
159 60 ( 6012) 
159 60 ( 6012) 
159 60 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
159 60 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
159 60 ( 6012) 
80 68 ( 6012) 
80 68 ( 6012) 
159 60 ( 6012) 
159 60 ( 6012) 
159 60 ( 6012) 
90 67 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
169 59 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
90 67 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
169 59 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
90 67 ( 6013) 
169 59 ( 6013) 
90 67 ( 6013) 
90 67 ( 6013) 
90 67 ( 6013) 
179 58 ( 6014) 
71 69 ( 6019) 
71 69 ( 6019) 
71 69 ( 6019) 
71 69 ( 6019) 
160 60 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
160 60 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
160 60 ( 6020) 
160 60 ( 6020) 
81 68 ( 6020) 
170 59 ( 6021) 
170 59 ( 6021) 
170 59 ( 6021) 
170 59 ( 6021) 
170 59 ( 6021) 
170 59 ( 6021) 
91 67 ( 6021) 
170 59 ( 6021) 
91 67 ( 6021) 
91 67 ( 6021) 
91 67 ( 6021) 
170 59 ( 6021) 
91 67 ( 6021) 
91 67 ( 6021) 
91 67 ( 6021) 
91 67 ( 6021) 
91 67 ( 6021) 
91 67 ( 6021) 
91 67 ( 6021) 
170 59 ( 6021) 
91 67 ( 6021) 
170 59 ( 6021) 
91 67 ( 6021) 
170 59 ( 6021) 
170 59 ( 6021) 
170 59 ( 6021) 
91 67 ( 6021) 
170 59 ( 6021) 
91 67 ( 6021) 
180 58 ( 6022) 
180 58 ( 6022) 
180 58 ( 6022) 
72 69 ( 6027) 
72 69 ( 6027) 
72 69 ( 6027) 
72 69 ( 6027) 
72 69 ( 6027) 
72 69 ( 6027) 
72 69 ( 6027) 
72 69 ( 6027) 
82 68 ( 6028) 
161 60 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
161 60 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
161 60 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
82 68 ( 6028) 
92 67 ( 6029) 
171 59 ( 6029) 
171 59 ( 6029) 
92 67 ( 6029) 
92 67 ( 6029) 
92 67 ( 6029) 
92 67 ( 6029) 
92 67 ( 6029) 
92 67 ( 6029) 
92 67 ( 6029) 
92 67 ( 6029) 
92 67 ( 6029) 
171 59 ( 6029) 
171 59 ( 6029) 
171 59 ( 6029) 
171 59 ( 6029) 
171 59 ( 6029) 
92 67 ( 6029) 
181 58 ( 6030) 
73 69 ( 6035) 
73 69 ( 6035) 
73 69 ( 6035) 
73 69 ( 6035) 
152 61 ( 6035) 
73 69 ( 6035) 
152 61 ( 6035) 
73 69 ( 6035) 
73 69 ( 6035) 
73 69 ( 6035) 
73 69 ( 6035) 
73 69 ( 6035) 
73 69 ( 6035) 
152 61 ( 6035) 
73 69 ( 6035) 
73 69 ( 6035) 
162 60 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
162 60 ( 6036) 
162 60 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
162 60 ( 6036) 
162 60 ( 6036) 
162 60 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
83 68 ( 6036) 
162 60 ( 6036) 
93 67 ( 6037) 
93 67 ( 6037) 
172 59 ( 6037) 
172 59 ( 6037) 
172 59 ( 6037) 
93 67 ( 6037) 
172 59 ( 6037) 
172 59 ( 6037) 
172 59 ( 6037) 
93 67 ( 6037) 
172 59 ( 6037) 
93 67 ( 6037) 
172 59 ( 6037) 
172 59 ( 6037) 
93 67 ( 6037) 
93 67 ( 6037) 
93 67 ( 6037) 
64 70 ( 6042) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
153 61 ( 6043) 
74 69 ( 6043) 
153 61 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
153 61 ( 6043) 
74 69 ( 6043) 
153 61 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
153 61 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
153 61 ( 6043) 
74 69 ( 6043) 
74 69 ( 6043) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
163 60 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
163 60 ( 6044) 
84 68 ( 6044) 
163 60 ( 6044) 
94 67 ( 6045) 
94 67 ( 6045) 
94 67 ( 6045) 
173 59 ( 6045) 
173 59 ( 6045) 
173 59 ( 6045) 
173 59 ( 6045) 
173 59 ( 6045) 
94 67 ( 6045) 
173 59 ( 6045) 
173 59 ( 6045) 
94 67 ( 6045) 
94 67 ( 6045) 
94 67 ( 6045) 
173 59 ( 6045) 
94 67 ( 6045) 
173 59 ( 6045) 
183 58 ( 6046) 
183 58 ( 6046) 
65 70 ( 6050) 
65 70 ( 6050) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
154 61 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
154 61 ( 6051) 
75 69 ( 6051) 
154 61 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
154 61 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
75 69 ( 6051) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
164 60 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
85 68 ( 6052) 
85 68 ( 6052) 
164 60 ( 6052) 
164 60 ( 6052) 
95 67 ( 6053) 
95 67 ( 6053) 
174 59 ( 6053) 
174 59 ( 6053) 
174 59 ( 6053) 
174 59 ( 6053) 
174 59 ( 6053) 
174 59 ( 6053) 
95 67 ( 6053) 
95 67 ( 6053) 
66 70 ( 6058) 
66 70 ( 6058) 
66 70 ( 6058) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
