Fim da primeira fase ... 
0
contador = 9
it = 0
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
118 229 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
134 155 ( 12396) 
